City,Year,Month,AverageTemperature
0,1954,6,26.962
0,1954,7,27.123
0,1954,8,27.437
0,1954,9,26.848
0,1954,10,26.507
0,1954,11,26.321
0,1954,12,25.214
0,1955,1,24.584
0,1955,2,23.971
0,1955,3,24.834
0,1955,4,25.016
0,1955,5,26.695
0,1955,6,27.412
0,1955,7,26.385
0,1955,8,27.1
0,1955,9,25.912
0,1955,10,26.111
0,1955,11,26.701
0,1955,12,24.98
0,1956,1,23.66
0,1956,2,24.457
0,1956,3,24.414
0,1956,4,24.985
0,1956,5,26.241
0,1956,6,26.39
0,1956,7,27.136
0,1956,8,27.594
0,1956,9,26.647
0,1956,10,27.097
0,1956,11,26.734
0,1956,12,25.869
0,1957,1,25.599
0,1957,2,25.441
0,1957,3,24.195
0,1957,4,24.977
0,1957,5,26.758
0,1957,6,27.965
0,1957,7,28.101
0,1957,8,28.166
0,1957,9,27.198
0,1957,10,27.309
0,1957,11,27.928
0,1957,12,26.344
0,1958,1,23.74
0,1958,2,24.113
0,1958,3,25.155
0,1958,4,25.766
0,1958,5,27.123
0,1958,6,27.915
0,1958,7,27.878
0,1958,8,27.782
0,1958,9,27.024
0,1958,10,27.493
0,1958,11,26.674
0,1958,12,26.423
0,1959,1,25.451
0,1959,2,25.904
0,1959,3,25.417
0,1959,4,25.788
0,1959,5,27.298
0,1959,6,27.25
0,1959,7,27.674
0,1959,8,27.61
0,1959,9,27.426
0,1959,10,27.0
0,1959,11,26.851
0,1959,12,25.614
0,1960,1,25.674
0,1960,2,23.89
0,1960,3,24.476
0,1960,4,24.221
0,1960,5,26.529
0,1960,6,27.957
0,1960,7,27.623
0,1960,8,27.785
0,1960,9,27.075
0,1960,10,27.358
0,1960,11,27.209
0,1960,12,26.035
0,1961,1,25.687
0,1961,2,24.722
0,1961,3,24.498
0,1961,4,25.109
0,1961,5,27.196
0,1961,6,27.302
0,1961,7,27.56
0,1961,8,28.055
0,1961,9,26.947
0,1961,10,27.817
0,1961,11,26.389
0,1961,12,25.573
0,1962,1,25.138
0,1962,2,25.097
0,1962,3,24.206
0,1962,4,24.725
0,1962,5,26.974
0,1962,6,27.68
0,1962,7,28.212
0,1962,8,28.103
0,1962,9,27.18
0,1962,10,27.415
0,1962,11,26.782
0,1962,12,26.342
0,1963,1,25.622
0,1963,2,24.138
0,1963,3,25.409
0,1963,4,25.67
0,1963,5,27.064
0,1963,6,27.818
0,1963,7,27.439
0,1963,8,28.038
0,1963,9,27.54
0,1963,10,27.276
0,1963,11,27.016
0,1963,12,26.322
0,1964,1,25.67
0,1964,2,25.181
0,1964,3,25.439
0,1964,4,25.784
0,1964,5,26.479
0,1964,6,26.804
0,1964,7,27.444
0,1964,8,27.692
0,1964,9,27.262
0,1964,10,26.878
0,1964,11,27.09
0,1964,12,25.291
0,1965,1,24.598
0,1965,2,24.035
0,1965,3,24.456
0,1965,4,25.407
0,1965,5,26.976
0,1965,6,27.668
0,1965,7,27.974
0,1965,8,27.433
0,1965,9,27.574
0,1965,10,26.99
0,1965,11,27.687
0,1965,12,26.564
0,1966,1,25.376
0,1966,2,25.373
0,1966,3,24.95
0,1966,4,24.502
0,1966,5,26.963
0,1966,6,27.638
0,1966,7,28.0
0,1966,8,27.681
0,1966,9,27.342
0,1966,10,26.795
0,1966,11,26.388
0,1966,12,25.376
0,1967,1,24.51
0,1967,2,24.281
0,1967,3,24.817
0,1967,4,25.207
0,1967,5,26.686
0,1967,6,27.402
0,1967,7,28.038
0,1967,8,27.591
0,1967,9,26.832
0,1967,10,26.88
0,1967,11,27.153
0,1967,12,25.984
0,1968,1,25.406
0,1968,2,23.904
0,1968,3,23.423
0,1968,4,24.726
0,1968,5,25.948
0,1968,6,26.503
0,1968,7,27.613
0,1968,8,27.931
0,1968,9,27.412
0,1968,10,27.177
0,1968,11,26.76
0,1968,12,26.379
0,1969,1,25.339
0,1969,2,25.416
0,1969,3,25.314
0,1969,4,25.633
0,1969,5,27.098
0,1969,6,28.707
0,1969,7,28.262
0,1969,8,26.855
0,1969,9,27.166
0,1969,10,27.324
0,1969,11,27.261
0,1969,12,26.144
0,1970,1,25.035
0,1970,2,25.343
0,1970,3,24.447
0,1970,4,25.406
0,1970,5,26.396
0,1970,6,27.825
0,1970,7,27.414
0,1970,8,27.525
0,1970,9,26.827
0,1970,10,27.757
0,1970,11,26.362
0,1970,12,25.313
0,1971,1,24.878
0,1971,2,23.86
0,1971,3,24.63
0,1971,4,23.818
0,1971,5,26.026
0,1971,6,26.919
0,1971,7,27.475
0,1971,8,27.015
0,1971,9,26.72
0,1971,10,27.101
0,1971,11,26.843
0,1971,12,26.1
0,1972,1,25.255
0,1972,2,23.924
0,1972,3,24.508
0,1972,4,25.413
0,1972,5,27.226
0,1972,6,27.06
0,1972,7,27.992
0,1972,8,27.717
0,1972,9,27.593
0,1972,10,27.776
0,1972,11,28.127
0,1972,12,26.624
0,1973,1,25.687
0,1973,2,25.754
0,1973,3,25.124
0,1973,4,25.49
0,1973,5,26.755
0,1973,6,27.15
0,1973,7,27.403
0,1973,8,27.173
0,1973,9,26.669
0,1973,10,26.553
0,1973,11,26.593
0,1973,12,24.825
0,1974,1,25.121
0,1974,2,24.601
0,1974,3,24.504
0,1974,4,25.191
0,1974,5,25.697
0,1974,6,26.37
0,1974,7,26.662
0,1974,8,27.422
0,1974,9,26.541
0,1974,10,26.802
0,1974,11,26.609
0,1974,12,25.937
0,1975,1,24.981
0,1975,2,24.964
0,1975,3,24.86
0,1975,4,25.401
0,1975,5,26.515
0,1975,6,26.687
0,1975,7,26.464
0,1975,8,27.186
0,1975,9,26.323
0,1975,10,26.536
0,1975,11,26.748
0,1975,12,25.387
0,1976,1,24.925
0,1976,2,24.264
0,1976,3,24.265
0,1976,4,24.998
0,1976,5,26.94
0,1976,6,27.461
0,1976,7,27.876
0,1976,8,27.845
0,1976,9,27.86
0,1976,10,27.073
0,1976,11,26.357
0,1976,12,26.518
0,1977,1,25.569
0,1977,2,25.129
0,1977,3,24.972
0,1977,4,24.828
0,1977,5,26.545
0,1977,6,27.621
0,1977,7,28.249
0,1977,8,27.873
0,1977,9,27.676
0,1977,10,27.592
0,1977,11,26.998
0,1977,12,26.106
0,1978,1,25.38
0,1978,2,24.797
0,1978,3,24.814
0,1978,4,25.669
0,1978,5,26.002
0,1978,6,27.232
0,1978,7,27.405
0,1978,8,27.694
0,1978,9,26.698
0,1978,10,26.792
0,1978,11,26.976
0,1978,12,26.388
0,1979,1,25.236
0,1979,2,25.303
0,1979,3,24.997
0,1979,4,25.146
0,1979,5,26.154
0,1979,6,27.41
0,1979,7,27.772
0,1979,8,27.677
0,1979,9,26.597
0,1979,10,27.061
0,1979,11,26.516
0,1979,12,26.628
0,1980,1,24.961
0,1980,2,25.081
0,1980,3,25.063
0,1980,4,25.92
0,1980,5,27.422
0,1980,6,28.489
0,1980,7,28.17
0,1980,8,27.173
0,1980,9,27.089
0,1980,10,27.569
0,1980,11,27.035
0,1980,12,26.284
0,1981,1,24.086
0,1981,2,24.761
0,1981,3,24.439
0,1981,4,25.248
0,1981,5,25.785
0,1981,6,26.401
0,1981,7,27.258
0,1981,8,27.057
0,1981,9,27.24
0,1981,10,27.067
0,1981,11,26.656
0,1981,12,26.137
0,1982,1,25.113
0,1982,2,25.42
0,1982,3,25.103
0,1982,4,26.482
0,1982,5,27.298
0,1982,6,27.916
0,1982,7,27.86
0,1982,8,28.519
0,1982,9,27.414
0,1982,10,26.974
0,1982,11,27.061
0,1982,12,25.904
0,1983,1,25.14
0,1983,2,23.751
0,1983,3,23.615
0,1983,4,24.596
0,1983,5,27.377
0,1983,6,28.487
0,1983,7,28.075
0,1983,8,28.328
0,1983,9,27.11
0,1983,10,27.291
0,1983,11,27.171
0,1983,12,26.274
0,1984,1,25.263
0,1984,2,24.68
0,1984,3,24.922
0,1984,4,25.212
0,1984,5,26.904
0,1984,6,27.121
0,1984,7,26.647
0,1984,8,26.896
0,1984,9,25.798
0,1984,10,27.304
0,1984,11,26.37
0,1984,12,25.709
0,1985,1,24.804
0,1985,2,23.957
0,1985,3,24.656
0,1985,4,24.049
0,1985,5,26.141
0,1985,6,27.303
0,1985,7,27.136
0,1985,8,27.334
0,1985,9,27.443
0,1985,10,27.322
0,1985,11,26.718
0,1985,12,26.232
0,1986,1,24.862
0,1986,2,24.635
0,1986,3,23.221
0,1986,4,24.948
0,1986,5,26.085
0,1986,6,26.811
0,1986,7,27.58
0,1986,8,27.809
0,1986,9,27.403
0,1986,10,27.184
0,1986,11,27.3
0,1986,12,26.694
0,1987,1,25.196
0,1987,2,25.17
0,1987,3,24.554
0,1987,4,25.18
0,1987,5,26.347
0,1987,6,28.125
0,1987,7,27.45
0,1987,8,27.894
0,1987,9,27.989
0,1987,10,27.684
0,1987,11,27.42
0,1987,12,26.793
0,1988,1,25.711
0,1988,2,25.365
0,1988,3,24.998
0,1988,4,25.133
0,1988,5,25.942
0,1988,6,26.637
0,1988,7,27.672
0,1988,8,27.125
0,1988,9,26.584
0,1988,10,27.332
0,1988,11,26.651
0,1988,12,26.0
0,1989,1,25.525
0,1989,2,25.141
0,1989,3,23.71
0,1989,4,24.148
0,1989,5,26.656
0,1989,6,27.504
0,1989,7,27.802
0,1989,8,27.463
0,1989,9,26.385
0,1989,10,26.951
0,1989,11,27.529
0,1989,12,25.779
0,1990,1,25.696
0,1990,2,25.249
0,1990,3,25.541
0,1990,4,26.414
0,1990,5,27.922
0,1990,6,27.775
0,1990,7,27.522
0,1990,8,28.041
0,1990,9,27.436
0,1990,10,27.446
0,1990,11,27.53
0,1990,12,26.489
0,1991,1,25.322
0,1991,2,25.693
0,1991,3,24.933
0,1991,4,25.268
0,1991,5,27.117
0,1991,6,27.656
0,1991,7,28.209
0,1991,8,28.208
0,1991,9,27.101
0,1991,10,27.006
0,1991,11,26.889
0,1991,12,26.424
0,1992,1,24.973
0,1992,2,23.774
0,1992,3,25.682
0,1992,4,25.859
0,1992,5,27.543
0,1992,6,28.387
0,1992,7,27.729
0,1992,8,27.723
0,1992,9,27.168
0,1992,10,26.695
0,1992,11,26.878
0,1992,12,26.409
0,1993,1,25.863
0,1993,2,25.38
0,1993,3,25.004
0,1993,4,24.646
0,1993,5,26.432
0,1993,6,27.718
0,1993,7,27.371
0,1993,8,27.59
0,1993,9,27.011
0,1993,10,27.756
0,1993,11,27.56
0,1993,12,26.36
0,1994,1,25.996
0,1994,2,25.795
0,1994,3,25.245
0,1994,4,25.046
0,1994,5,27.005
0,1994,6,27.963
0,1994,7,28.59
0,1994,8,27.545
0,1994,9,27.791
0,1994,10,27.566
0,1994,11,27.883
0,1994,12,27.389
0,1995,1,26.355
0,1995,2,26.338
0,1995,3,25.354
0,1995,4,25.04
0,1995,5,26.987
0,1995,6,27.976
0,1995,7,28.241
0,1995,8,27.34
0,1995,9,27.636
0,1995,10,27.576
0,1995,11,27.674
0,1995,12,26.312
0,1996,1,24.726
0,1996,2,24.938
0,1996,3,24.272
0,1996,4,24.722
0,1996,5,27.321
0,1996,6,27.211
0,1996,7,27.604
0,1996,8,27.37
0,1996,9,28.037
0,1996,10,27.163
0,1996,11,27.205
0,1996,12,26.245
0,1997,1,25.152
0,1997,2,25.591
0,1997,3,25.701
0,1997,4,25.405
0,1997,5,27.183
0,1997,6,28.173
0,1997,7,28.748
0,1997,8,28.749
0,1997,9,27.642
0,1997,10,26.923
0,1997,11,27.588
0,1997,12,26.558
0,1998,1,25.125
0,1998,2,24.414
0,1998,3,25.437
0,1998,4,25.667
0,1998,5,26.554
0,1998,6,28.958
0,1998,7,28.029
0,1998,8,28.307
0,1998,9,26.882
0,1998,10,27.839
0,1998,11,27.802
0,1998,12,26.67
0,1999,1,24.954
0,1999,2,25.304
0,1999,3,24.614
0,1999,4,24.877
0,1999,5,27.02
0,1999,6,27.729
0,1999,7,27.563
0,1999,8,27.469
0,1999,9,26.856
0,1999,10,26.641
0,1999,11,26.403
0,1999,12,24.892
0,2000,1,24.78
0,2000,2,25.123
0,2000,3,24.392
0,2000,4,24.742
0,2000,5,26.188
0,2000,6,27.215
0,2000,7,28.012
0,2000,8,27.698
0,2000,9,26.819
0,2000,10,27.62
0,2000,11,27.486
0,2000,12,26.434
0,2001,1,25.886
0,2001,2,25.863
0,2001,3,24.099
0,2001,4,24.615
0,2001,5,26.294
0,2001,6,27.598
0,2001,7,28.006
0,2001,8,28.487
0,2001,9,27.036
0,2001,10,27.734
0,2001,11,26.848
0,2001,12,26.314
0,2002,1,25.615
0,2002,2,25.944
0,2002,3,25.961
0,2002,4,26.366
0,2002,5,27.563
0,2002,6,27.548
0,2002,7,27.899
0,2002,8,28.012
0,2002,9,27.138
0,2002,10,27.96
0,2002,11,26.671
0,2002,12,26.278
0,2003,1,26.226
0,2003,2,25.758
0,2003,3,24.233
0,2003,4,26.064
0,2003,5,27.346
0,2003,6,27.063
0,2003,7,28.266
0,2003,8,27.958
0,2003,9,27.611
0,2003,10,27.661
0,2003,11,28.307
0,2003,12,26.163
0,2004,1,25.182
0,2004,2,25.214
0,2004,3,26.532
0,2004,4,25.996
0,2004,5,27.54
0,2004,6,27.798
0,2004,7,28.012
0,2004,8,28.405
0,2004,9,27.549
0,2004,10,27.59
0,2004,11,27.617
0,2004,12,26.375
0,2005,1,26.283
0,2005,2,26.287
0,2005,3,24.379
0,2005,4,26.225
0,2005,5,27.075
0,2005,6,27.962
0,2005,7,28.111
0,2005,8,27.938
0,2005,9,27.824
0,2005,10,26.987
0,2005,11,26.955
0,2005,12,26.269
0,2006,1,25.751
0,2006,2,25.571
0,2006,3,25.281
0,2006,4,25.882
0,2006,5,26.935
0,2006,6,27.691
0,2006,7,28.224
0,2006,8,28.302
0,2006,9,27.532
0,2006,10,27.561
0,2006,11,26.661
0,2006,12,26.033
0,2007,1,26.213
0,2007,2,25.487
0,2007,3,25.597
0,2007,4,25.719
0,2007,5,26.926
0,2007,6,28.255
0,2007,7,28.021
0,2007,8,27.524
0,2007,9,27.448
0,2007,10,27.268
0,2007,11,26.892
0,2007,12,25.965
0,2008,1,25.27
0,2008,2,24.475
0,2008,3,24.434
0,2008,4,25.753
0,2008,5,27.015
0,2008,6,27.512
0,2008,7,27.171
0,2008,8,27.51
0,2008,9,27.356
0,2008,10,27.344
0,2008,11,26.775
0,2008,12,25.541
0,2009,1,26.038
0,2009,2,25.98
0,2009,3,25.567
0,2009,4,25.574
0,2009,5,27.243
0,2009,6,28.152
0,2009,7,28.598
0,2009,8,28.53
0,2009,9,27.848
0,2009,10,27.809
0,2009,11,27.218
0,2009,12,26.47
0,2010,1,25.713
0,2010,2,24.99
0,2010,3,25.386
0,2010,4,25.624
0,2010,5,27.434
0,2010,6,28.44
0,2010,7,27.912
0,2010,8,27.703
0,2010,9,27.224
0,2010,10,27.852
0,2010,11,26.581
0,2010,12,25.19
0,2011,1,25.306
0,2011,2,25.386
0,2011,3,25.156
0,2011,4,26.169
0,2011,5,28.467
0,2011,6,28.486
0,2011,7,27.619
0,2011,8,28.004
0,2011,9,27.803
0,2011,10,27.422
0,2011,11,27.189
0,2011,12,26.13
0,2012,1,25.62
0,2012,2,25.367
0,2012,3,25.437
0,2012,4,24.83
0,2012,5,27.455
0,2012,6,27.931
0,2012,7,27.896
0,2012,8,27.69
0,2012,9,27.825
0,2012,10,27.981
0,2012,11,27.092
0,2012,12,26.73
0,2013,1,26.085
0,2013,2,25.745
0,2013,3,25.125
0,2013,4,25.61
0,2013,5,26.628
0,2013,6,28.092
0,2013,7,27.885
0,2013,8,27.725
0,2013,9,28.51
2,1823,6,28.122
2,1823,7,28.983
2,1823,8,27.885
2,1823,9,23.527
2,1824,8,28.27
2,1825,1,9.647
2,1825,2,11.981
2,1825,3,15.871
2,1825,4,20.933
2,1825,5,24.142
2,1825,6,27.787
2,1825,7,28.798
2,1825,8,28.094
2,1825,9,24.856
2,1825,10,18.995
2,1825,11,14.86
2,1825,12,8.719
2,1826,1,8.155
2,1826,2,10.154
2,1826,3,15.847
2,1826,4,20.165
2,1826,5,25.139
2,1826,6,27.207
2,1826,7,29.076
2,1826,8,27.42
2,1826,9,23.954
2,1826,10,19.398
2,1826,11,14.196
2,1826,12,10.338
2,1827,1,9.807
2,1827,2,13.316
2,1827,3,16.892
2,1827,4,20.713
2,1827,5,24.82
2,1827,6,27.898
2,1827,7,29.525
2,1827,8,28.653
2,1827,9,24.529
2,1827,10,19.052
2,1827,11,14.464
2,1827,12,8.757
2,1828,1,7.64
2,1828,2,10.406
2,1828,3,15.489
2,1828,4,19.785
2,1828,5,24.23
2,1828,6,28.415
2,1828,7,29.498
2,1828,8,28.451
2,1828,9,23.43
2,1828,10,19.525
2,1828,11,14.093
2,1828,12,10.266
2,1829,1,9.003
2,1829,2,9.561
2,1829,3,14.889
2,1829,4,19.534
2,1829,5,24.845
2,1829,6,27.608
2,1829,7,29.333
2,1829,8,28.461
2,1829,9,24.264
2,1829,10,19.912
2,1829,11,12.297
2,1829,12,9.442
2,1830,1,9.645
2,1830,2,12.653
2,1830,3,15.277
2,1830,4,20.318
2,1830,5,23.714
2,1830,6,27.388
2,1830,7,30.24
2,1830,8,28.418
2,1830,9,24.017
2,1830,10,19.294
2,1830,11,15.616
2,1830,12,9.958
2,1831,1,7.495
2,1831,2,9.998
2,1831,3,14.988
2,1831,4,19.246
2,1831,5,23.944
2,1831,6,27.384
2,1831,7,28.575
2,1831,8,27.292
2,1831,9,23.114
2,1831,10,18.705
2,1831,11,12.154
2,1831,12,7.704
2,1832,1,8.549
2,1832,2,10.587
2,1832,3,15.85
2,1832,4,20.501
2,1832,5,23.596
2,1832,6,27.348
2,1832,7,28.73
2,1832,8,26.537
2,1832,9,23.89
2,1832,10,19.529
2,1832,11,12.605
2,1832,12,8.563
2,1833,1,9.525
2,1833,2,11.868
2,1833,3,15.298
2,1833,4,19.791
2,1833,5,23.798
2,1833,6,27.284
2,1833,7,28.736
2,1833,8,28.139
2,1833,9,25.003
2,1833,10,18.24
2,1833,11,15.094
2,1833,12,9.944
2,1834,2,12.131
2,1834,3,16.11
2,1834,4,20.236
2,1834,5,24.666
2,1834,6,27.193
2,1834,7,29.182
2,1834,8,28.411
2,1834,9,24.776
2,1834,10,19.585
2,1834,11,14.81
2,1834,12,10.041
2,1835,1,9.745
2,1835,2,8.456
2,1835,3,13.72
2,1835,4,18.976
2,1835,5,23.396
2,1835,6,26.46
2,1835,7,27.153
2,1835,8,26.66
2,1835,9,22.789
2,1835,10,17.458
2,1835,11,10.655
2,1835,12,7.94
2,1836,1,8.588
2,1836,2,11.066
2,1836,3,14.128
2,1836,4,19.841
2,1836,5,23.239
2,1836,6,26.104
2,1836,7,27.932
2,1836,8,27.13
2,1836,9,24.014
2,1836,10,17.479
2,1836,11,11.433
2,1836,12,7.82
2,1837,1,8.783
2,1837,2,11.128
2,1837,3,14.0
2,1837,4,17.661
2,1837,5,22.587
2,1837,6,26.628
2,1837,7,28.895
2,1837,8,28.204
2,1837,9,24.112
2,1837,10,18.497
2,1837,11,14.216
2,1837,12,9.17
2,1838,1,6.678
2,1838,2,6.889
2,1838,3,15.244
2,1838,4,20.38
2,1838,5,22.08
2,1838,6,27.586
2,1838,7,28.922
2,1838,8,28.002
2,1838,9,23.9
2,1838,10,17.885
2,1838,11,11.235
2,1838,12,7.574
2,1839,1,9.72
2,1839,2,10.663
2,1839,3,13.977
2,1839,4,21.718
2,1839,5,23.777
2,1839,6,27.247
2,1839,7,28.835
2,1839,8,27.75
2,1839,9,24.2
2,1839,10,19.609
2,1839,11,10.797
2,1839,12,6.782
2,1840,1,8.813
2,1840,2,11.551
2,1840,3,15.664
2,1840,4,20.183
2,1840,5,23.266
2,1840,6,27.491
2,1840,7,28.532
2,1840,8,27.718
2,1840,9,23.906
2,1840,10,18.129
2,1840,11,11.48
2,1840,12,8.893
2,1841,1,7.177
2,1841,2,10.839
2,1841,3,14.716
2,1841,4,20.12
2,1841,5,24.07
2,1841,6,27.101
2,1841,7,29.563
2,1841,8,27.817
2,1841,9,24.008
2,1841,10,18.737
2,1841,11,12.813
2,1841,12,9.424
2,1842,1,9.7
2,1842,2,11.352
2,1842,3,18.346
2,1842,4,20.632
2,1842,5,24.215
2,1842,6,26.932
2,1842,7,27.685
2,1842,8,27.002
2,1842,9,24.379
2,1842,10,19.044
2,1842,11,11.543
2,1842,12,8.95
2,1843,1,9.788
2,1843,2,10.799
2,1843,3,14.403
2,1843,4,20.194
2,1843,5,23.814
2,1843,6,26.695
2,1843,7,28.029
2,1843,8,27.111
2,1843,9,24.983
2,1843,10,17.968
2,1843,11,13.93
2,1843,12,10.203
2,1844,1,9.605
2,1844,2,11.991
2,1844,3,15.314
2,1844,4,20.558
2,1844,5,23.663
2,1844,6,26.709
2,1844,7,28.838
2,1844,8,27.492
2,1844,9,23.614
2,1844,10,18.88
2,1844,11,12.707
2,1844,12,8.001
2,1845,1,10.281
2,1845,2,11.539
2,1845,3,15.164
2,1845,4,20.458
2,1845,5,23.759
2,1845,6,26.93
2,1845,7,28.691
2,1845,8,27.813
2,1845,9,24.725
2,1845,10,17.851
2,1845,11,12.334
2,1845,12,6.745
2,1846,1,9.913
2,1846,2,10.868
2,1846,3,16.635
2,1846,4,19.216
2,1846,5,24.444
2,1846,6,27.005
2,1846,7,29.111
2,1846,8,27.69
2,1846,9,25.236
2,1846,10,18.576
2,1846,11,13.904
2,1846,12,11.13
2,1847,1,7.033
2,1847,2,11.272
2,1847,3,13.531
2,1847,4,20.787
2,1847,5,22.974
2,1847,6,26.873
2,1847,7,28.25
2,1847,8,27.401
2,1847,9,24.489
2,1847,10,19.147
2,1847,11,12.952
2,1847,12,8.229
2,1848,1,8.796
2,1848,2,12.473
2,1848,3,15.332
2,1848,4,19.156
2,1848,5,24.146
2,1848,6,26.468
2,1848,7,28.318
2,1848,8,27.899
2,1848,9,23.713
2,1848,10,19.409
2,1848,11,11.222
2,1848,12,7.809
2,1849,1,9.246
2,1849,2,10.852
2,1849,3,16.667
2,1849,4,20.533
2,1849,5,23.063
2,1849,6,28.199
2,1849,7,28.762
2,1849,8,28.783
2,1849,9,25.64
2,1849,10,17.158
2,1849,11,13.356
2,1849,12,8.841
2,1850,1,11.016
2,1850,2,11.268
2,1850,3,15.428
2,1850,4,18.391
2,1850,5,21.972
2,1850,6,26.246
2,1850,7,28.379
2,1850,8,29.535
2,1850,9,26.432
2,1850,10,20.167
2,1850,11,13.265
2,1850,12,6.084
2,1851,1,9.373
2,1851,2,10.696
2,1851,3,15.22
2,1851,4,19.965
2,1851,5,25.06
2,1851,6,28.393
2,1851,7,28.901
2,1851,8,29.292
2,1851,9,25.898
2,1851,10,19.334
2,1851,11,12.022
2,1851,12,8.38
2,1852,1,5.772
2,1852,2,13.605
2,1852,3,15.565
2,1852,4,19.314
2,1852,5,24.966
2,1852,6,27.322
2,1852,7,28.458
2,1852,8,28.669
2,1852,9,24.411
2,1852,10,18.665
2,1852,11,11.321
2,1852,12,9.157
2,1853,1,7.208
2,1853,2,8.906
2,1853,3,13.842
2,1853,4,20.584
2,1853,5,24.278
2,1853,6,26.624
2,1853,7,28.586
2,1853,8,26.893
2,1853,9,24.723
2,1853,10,17.646
2,1853,11,13.937
2,1853,12,8.59
2,1854,1,7.571
2,1854,2,11.425
2,1854,3,17.262
2,1854,4,19.548
2,1854,5,23.442
2,1854,6,26.973
2,1854,7,28.071
2,1854,8,27.759
2,1854,9,25.016
2,1854,10,20.746
2,1854,11,12.655
2,1854,12,7.536
2,1855,1,8.499
2,1855,2,9.463
2,1855,3,13.501
2,1855,4,20.77
2,1855,5,26.162
2,1855,6,27.043
2,1855,7,27.815
2,1855,8,27.372
2,1855,9,24.409
2,1855,10,17.653
2,1855,11,13.223
2,1855,12,8.428
2,1856,1,3.842
2,1856,2,9.216
2,1856,3,14.267
2,1856,4,21.345
2,1856,5,24.75
2,1856,6,29.6
2,1856,7,29.53
2,1856,8,30.305
2,1856,9,24.127
2,1856,10,18.594
2,1856,11,11.089
2,1856,12,6.83
2,1857,1,6.68
2,1857,2,13.841
2,1857,3,15.683
2,1857,4,16.658
2,1857,5,23.627
2,1857,6,28.325
2,1857,7,29.539
2,1857,8,29.068
2,1857,9,24.078
2,1857,10,17.958
2,1857,11,13.178
2,1857,12,9.543
2,1858,1,9.904
2,1858,2,10.457
2,1858,3,16.702
2,1858,4,20.87
2,1858,5,24.832
2,1858,6,26.597
2,1858,7,29.494
2,1858,8,28.432
2,1858,9,24.528
2,1858,10,21.439
2,1858,11,11.243
2,1858,12,9.302
2,1859,1,8.616
2,1859,2,13.847
2,1859,3,16.509
2,1859,4,20.033
2,1859,5,26.235
2,1859,6,29.153
2,1859,7,28.76
2,1859,8,29.417
2,1859,9,24.089
2,1859,10,18.141
2,1859,11,14.995
2,1859,12,4.927
2,1860,1,8.182
2,1860,2,9.901
2,1860,3,15.767
2,1860,4,20.613
2,1860,5,25.752
2,1860,6,29.203
2,1860,7,30.337
2,1860,8,27.786
2,1860,9,24.633
2,1860,10,19.443
2,1860,11,11.574
2,1860,12,8.104
2,1861,1,6.959
2,1861,2,10.546
2,1861,3,15.622
2,1861,4,20.585
2,1861,5,24.491
2,1861,6,29.492
2,1861,7,29.796
2,1861,8,28.436
2,1861,9,25.834
2,1861,10,19.331
2,1861,11,15.455
2,1861,12,11.825
2,1862,1,10.673
2,1862,2,10.484
2,1862,3,15.056
2,1862,4,19.891
2,1862,5,24.678
2,1862,6,28.023
2,1862,7,29.916
2,1862,8,29.322
2,1862,9,25.625
2,1862,10,19.423
2,1862,11,13.65
2,1862,12,9.74
2,1863,1,8.764
2,1863,2,11.326
2,1863,3,17.523
2,1863,4,21.428
2,1863,5,23.751
2,1863,6,27.54
2,1863,7,28.821
2,1863,8,28.652
2,1863,9,26.469
2,1863,10,18.572
2,1863,11,12.577
2,1863,12,7.687
2,1864,1,7.057
2,1864,2,11.487
2,1864,3,14.0
2,1864,4,19.324
2,1864,5,24.382
2,1864,6,27.951
2,1864,7,28.976
2,1864,8,28.939
2,1864,9,26.772
2,1864,10,17.86
2,1864,11,12.515
2,1864,12,9.625
2,1865,1,8.005
2,1865,2,11.505
2,1865,3,15.165
2,1865,4,19.528
2,1865,5,24.935
2,1865,6,28.356
2,1865,7,28.653
2,1865,8,28.89
2,1865,9,26.241
2,1865,10,18.832
2,1865,11,13.688
2,1865,12,8.05
2,1866,1,9.34
2,1866,2,10.819
2,1866,3,16.382
2,1866,4,20.925
2,1866,5,23.857
2,1866,6,26.991
2,1866,7,28.945
2,1866,8,28.93
2,1866,9,25.121
2,1866,10,19.729
2,1866,11,13.339
2,1866,12,8.727
2,1867,1,9.033
2,1867,2,12.373
2,1867,3,14.529
2,1867,4,20.867
2,1867,5,24.312
2,1867,6,28.592
2,1867,7,29.209
2,1867,8,29.164
2,1867,9,27.149
2,1867,10,20.829
2,1867,11,14.784
2,1867,12,13.406
2,1868,1,8.717
2,1868,2,11.851
2,1868,3,17.281
2,1868,4,20.243
2,1868,5,24.229
2,1868,6,28.803
2,1868,7,28.578
2,1868,8,27.922
2,1868,9,25.335
2,1868,10,19.704
2,1868,11,11.79
2,1868,12,7.732
2,1869,1,7.944
2,1869,2,10.693
2,1869,3,15.624
2,1869,4,19.318
2,1869,5,23.414
2,1869,6,26.709
2,1869,7,28.929
2,1869,8,28.906
2,1869,9,25.332
2,1869,10,17.612
2,1869,11,14.739
2,1869,12,7.086
2,1870,1,9.609
2,1870,2,12.801
2,1870,3,15.948
2,1870,4,20.566
2,1870,5,25.707
2,1870,6,27.769
2,1870,7,28.941
2,1870,8,27.923
2,1870,9,26.077
2,1870,10,19.946
2,1870,11,14.333
2,1870,12,7.025
2,1871,1,8.913
2,1871,2,12.159
2,1871,3,15.818
